title,network,country,classification,start_date,seasons,status,rating,votes,cast,description,tv_comedies,crime_tv_shows,tv_dramas,docuseries,teen_tv_shows,tv_horror,kids_tv,romantic_tv_shows,science_nature_tv,british_tv_shows,tv_action_adventure,anime_series,reality_tv,tv_mysteries,tv_scifi_fantasy
Supergirl,The CW,US,TV-14,2015-10-26,4,Running,6.3,109061,"Melissa Benoist, Mehcad Brooks, Chyler Leigh, Jeremy Jordan, David Harewood, Calista Flockhart, Emma Tremblay, Adrian Pasdar, Katie McGrath, David St. Louis, Odette Annable, Floriana Lima, Erica Durance","To avert a disaster, Kara Danvers reveals her powers and true identity: She is Superman's cousin, now known as Supergirl, protector of National City.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bloodline,Netflix,US,TV-MA,2015-03-20,3,Ended,8.0,42941,"Kyle Chandler, Ben Mendelsohn, Sissy Spacek, Linda Cardellini, Norbert Leo Butz, Jacinda Barrett, Jamie McShane, John Leguizamo, Enrique Murciano, Sam Shepard, Chloë Sevigny, Andrea Riseborough, Beau Bridges, Taylor Rouviere, Owen Teague, Brandon Larracuente","When the black sheep son of a respected family threatens to expose dark secrets from their past, sibling loyalties are put to the test.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Bitten,CTV Sci-Fi Channel,CA,TV-MA,2014-01-11,3,Ended,7.0,15906,"Laura Vandervoort, Greyston Holt, Greg Bryk, Steve Lund, Paul Greene, Michael Xavier, Genelle Williams","Elena Michaels tries to stray from the pack of werewolves that turned her into a monster, but her efforts are thwarted by a string of grisly murders.",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Fauda,Yes,IL,TV-MA,2015-02-15,2,Running,8.2,17459,"Lior Raz, Hisham Suliman, Shadi Mar'i, Laëtitia Eïdo, Tsahi Halevi, Yuval Segal, Neta Garty, Tomer Kapon, Itzik Cohen, Rona-Lee Shim'on, Boaz Konforty, Doron Ben-David","A top Israeli agent comes out of retirement to hunt for a Palestinian militant he thought he'd killed, setting a chaotic chain of events into motion.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Riverdale,The CW,US,TV-14,2017-01-26,3,Running,6.9,111800,"K.J. Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry, Casey Cott, Charles Melton, Mark Consuelos, Lochlyn Munro, Peter Bryant, Colin Lawrence, Molly Ringwald, Asha Bromfield, Barclay Hope, Hayley Law, Martin Cummins, Sarah Habel, Nathalie Boltt, Skeet Ulrich","While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Velvet,Antena 3,ES,TV-14,2014-02-17,4,Ended,8.1,4908,"Paula Echevarría, Miguel Ángel Silvestre, Aitana Sánchez-Gijón, Manuela Velasco, Manuela Vellés, Marta Hazas, Javier Rey, Maxi Iglesias, Cecilia Freire, Adrián Lastra, Miriam Giovanelli, Natalia Millán, José Sacristán, Ingrid Rubio, Peter Vives, Llorenç González, Ángela Molina, Pastora Vega","In 1950s Spain, the heir to a fashion house romances a beautiful seamstress who works for the company, despite the objections of his family.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Richie Rich,Netflix,US,TV-G,2015-02-20,2,Ended,3.2,785,"Jake Brennan, Joshua Carlon, Lauren Taylor, Jenna Ortega, Kiff VandenHeuvel, Brooke Wexler","After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arrow,The CW,US,TV-14,2012-10-10,7,Ended,7.5,403513,"Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett","Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Prince of Peoria,Netflix,US,TV-Y7,2018-11-16,2,Running,5.6,324,"Gavin Lewis, Theodore Barnes, Shelby Simmons, Cynthia Kaye McWilliams",A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Colony,USA Network,US,TV-14,2016-01-14,3,Ended,7.4,29537,"Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Amanda Righetti, Tory Kittles, Isabella Crovetti, Alex Neustaedter","When LA is invaded by outside forces and becomes a walled-in settlement, a former FBI agent and his wife risk everything to find their lost son.",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Scandal,ABC,US,TV-14,2012-04-05,7,Ended,7.7,66474,"Kerry Washington, Columbus Short, Darby Stanchfield, Katie Lowes, Guillermo Díaz, Joshua Malina, Jeff Perry, Bellamy Young, Tony Goldwyn, Scott Foley","A powerful team of Washington, D.C. lawyers makes scandals disappear while handling government crises and coping with problems of their own.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Inspector Gadget,Netflix,CA,TV-Y7,2015-03-27,4,Ended,6.8,18397,"Ivan Sherry, Tara Strong, Martin Roach, Scott McCord, Lyon Smith, Derek McGrath","Inspector Gadget is back and must face his old enemy, the evil Dr. Claw, who has reactivated MAD, his global crime syndicate.",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Royal Pains,USA Network,US,TV-PG,2009-06-04,8,Ended,7.0,18912,"Mark Feuerstein, Paulo Costanzo, Reshma Shetty, Jill Flint, Campbell Scott, Brooke D'Orsay, Dieter Riesle",Dr. Hank Lawson unexpectedly gets a career upgrade as a freelance physician treating New York's aristocratic upper crust in their posh Hamptons homes.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Rain,Netflix,US,TV-MA,2018-05-04,2,Ended,6.3,29258,"Alba August, Lucas Lynggaard Tønnesen, Mikkel Boe Følsgaard, Lukas Løkken, Jessica Dinnage, Sonny Lindberg, Angela Bundalovic, Lars Simonsen","Six years after a brutal virus wipes out most of Scandinavia's population, two siblings join a band of young survivors seeking safety – and answers.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
White Gold,BBC Two,GB,TV-MA,2017-05-24,2,Ended,7.4,8925,"Ed Westwick, James Buckley, Joe Thomas, Lauren O'Rourke, Linzey Cocker, Nigel Lindsay, Lloyd Hutchinson, Lee Ross","In 1980s Essex, cocky salesman Vincent Swan and his unscrupulous team will do anything to get the sale – including throwing honesty out the window.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sherlock,BBC One,UK,TV-14,2010-07-25,4,To Be Determined,9.1,786109,"Benedict Cumberbatch, Martin Freeman, Una Stubbs, Rupert Graves, Mark Gatiss, Andrew Scott","In this updated take on Sir Arthur Conan Doyle's beloved mystery tales, the eccentric sleuth prowls the streets of modern London in search of clues.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Master of None,Netflix,US,TV-MA,2015-11-06,2,Ended,8.3,64318,"Aziz Ansari, Noël Wells, Eric Wareheim, Lena Waithe, Kelvin Yu, Fatima Ansari, Shoukath Ansari, Alessandra Mastronardi, Bobby Cannavale",Dev tries to jump-start his acting career and elevate his dating game with help from his eclectic group of friends in this award-winning series.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LoliRock,France 3,FR,TV-Y,2014-10-18,2,Running,7.2,294,"Kazumi Evans, Kelly Sheridan, Vincent Tong, Ashleigh Ball, Tabitha St. Germain, Mackenzie Gray, Matt Ellis, James Kirk, Chiara Zanni",A teenager with a beautiful voice becomes a pop star but discovers she has powers that come from a magical realm where she's a lost princess.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Love,Netflix,US,TV-MA,2016-02-19,3,Ended,7.7,36088,"Gillian Jacobs, Paul Rust, Claudia O'Doherty",Rebellious Mickey and good-natured Gus navigate the thrills and agonies of modern relationships in this bold comedy co-created by Judd Apatow.,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Hap and Leonard,Sundance TV,US,TV-MA,2016-03-02,3,Ended,7.7,6565,"James Purefoy, Michael Kenneth Williams, Jimmi Simpson, Bill Sage, Christina Hendricks, Pollyanna McIntosh, Jeff Pope, Neil Sandilands, Henry G. Sanders, Enrique Murciano","In late-1980s Texas, two best friends get involved in darkly comic misadventures by hiring themselves out to shady clients for illicit ends.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Secret City,FOXTEL Now,AU,TV-MA,2016-06-05,2,To Be Determined,7.4,5931,"Anna Torv, Jacki Weaver, Dan Wyllie, Alex Dimitriades, Damon Herriman, Mekhi Phifer, Eugenia Yuan, Matt Zeremes, Alan Dale",A student's protest leads to a government scandal that has personal and professional repercussions for one of Australia's toughest journalists.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Rectify,Sundance TV,US,TV-14,2013-04-22,4,Ended,8.3,24015,"Aden Young, Abigail Spencer, J. Smith-Cameron, Clayne Crawford, Luke Kirby, Adelaide Clemens, Jake Austin Walker, Jayson Warner Smith, Bruce McKinnon, J.D. Evermore, Michael O'Neill, Sean Bridgers, Johnny Ray Gill, Sharon Conley, Michael Vartan","Convicted of rape and murder at age 18, Daniel Holden spends nearly 20 years on death row until DNA evidence brings the verdict into question.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Doctor Foster,BBC One,UK,TV-MA,2015-09-09,2,Ended,7.7,14458,"Suranne Jones, Bertie Carvel, Clare-Hope Ashitey, Cheryl Campbell, Jodie Comer, Victoria Hamilton, Martha Howe-Douglas, Adam James, Thusitha Jayasundera, Sara Stewart, Neil Stuke, Tom Taylor, Robert Pugh, Shazia Nicholls, Cian Barry, Megan Roberts, Charlie Cunniffe, Navin Chowdhry","When she suspects her husband is cheating on her, Dr. Gemma Foster starts an investigation that leads her down a dark path of obsession.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Father Brown,BBC One,UK,TV-14,2013-01-14,6,Running,7.7,7709,"Mark Williams, Sorcha Cusack, Nancy Carroll, Alex Price, Hugo Speer, Tom Chambers, Keith Osborn","A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton.",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Yu-Gi-Oh!,WB,AJ,TV-Y7,Sep/29/2001,5,Canceled/Ended,7.2,18096,"Dan Green, Eric Stuart, Amy Birnbaum, Darren Dunstan, Wayne Grayson, Tara Sands, Lisa Ortiz, Megan Hollingshead, Madeleine Blaustein, Sam Riegel, Ted Lewis, Gregory Abbey, Jimmy Zoppi","The lives of young Yugi Moto and his friends Joey, Tristan, and Téa are forever changed when a fantasy card game becomes their reality.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Extras,BBC Two,UK,TV-MA,2005-07-21,2,Ended,8.3,52416,"Ricky Gervais, Stephen Merchant, Ashley Jensen, Shaun Williamson, Shaun Pye","Grasping hungrily for stardom, bit actor Andy Millman and his pal Maggie spend their days chasing after work as film and TV extras.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Republic of Doyle,CBC,CA,TV-14,2010-01-06,6,Ended,7.3,3152,"Allan Hawco, Krystin Pellerin, Marthe Bernard, Mark O'Brien, Sean McGinley, Lynda Boyd, Bob Cole, Steve O'Connell, Sean Panting, Rachel Wilson",A pair of father and son private investigators tries to keep their combustible personal lives in check while tackling an intriguing array of cases.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
How to Get Away with Murder,ABC,US,TV-14,2014-09-25,5,Ended,8.1,123007,"Viola Davis, Billy Brown, Alfred Enoch, Jack Falahee, Katie Findlay, Aja Naomi King, Matt McGorry, Karla Souza, Charlie Weber, Liza Weil","Brilliant criminal defense attorney and law professor Annalise Keating, plus five of her students, become involved in a twisted murder case.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Trailer Park Boys,Netflix,CA,TV-MA,2001-04-22,12,To Be Determined,8.4,36575,"Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth, Patrick Roach, Cory Bowles, Lucy Decoutere, Barrie Dunn, Sarah Dunsworth, Jeanna Harrison, Michael Jackson, Garry James, Tyrone Parsons, Shelley Thompson, Jonathan Torrens",Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
On My Block,Netflix,US,TV-14,2018-03-16,2,To Be Determined,8.1,9944,"Sierra Capri, Jason Genao, Brett Gray, Diego Tinoco, Julio Macias, Jessica Marie Garcia, Ronni Hawk, Peggy Ann Blow, Paula Garcés, Danny Ramirez","In a rough inner-city Los Angeles neighborhood, four smart, funny and streetwise teens find their lifelong friendship tested as they begin high school.",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Santa Clarita Diet,Netflix,US,TV-MA,2017-02-03,3,Ended,7.8,55394,"Drew Barrymore, Timothy Olyphant, Liv Hewson, Skyler Gisondo",They're ordinary husband and wife realtors until she undergoes a dramatic change that sends them down a road of death and destruction. In a good way.,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Versailles,Canal+,FR,TV-MA,2015-11-16,3,Ended,7.9,13276,"George Blagden, Alexander Vlahos, Tygh Runyan, Stuart Bowman, Evan Williams, Elisa Lasowski, Joe Sheridan, Steve Cumyn, Anna Brewster, Maddison Jaizani, Pip Torrens, Catherine Walker, Lizzie Brocheré, Geoffrey Bateman",King Louis XIV of France commissions a lavish palace that becomes a fierce battleground for love and politics – and a gilded prison for nobility.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black Lightning,The CW,US,TV-14,2018-01-16,2,Running,6.1,20673,"Cress Williams, James Remar, Marvin 'Krondon' Jones III, Jill Scott, China Anne McClain, Damon Gupton, Nafessa Williams, Christine Adams",School principal and retired superhero Jefferson Pierce leaps back into action as the legendary Black Lightning after a gang threatens his family.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Better Call Saul,AMC,US,TV-MA,2015-02-08,3,Running,8.7,310219,"Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito","This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The OA,Netflix,US,TV-MA,2016-12-16,2,Ended,7.9,87925,"Brit Marling, Jason Isaacs, Emory Cohen, Scott Wilson, Phyllis Smith, Alice Krige, Patrick Gibson, Brendan Meyer, Brandon Perea, Ian Alexander, Will Brill, Riz Ahmed, Paz Vega","Seven years after vanishing from her home, a young woman returns with mysterious new abilities and recruits five strangers for a secret mission.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Mad Men,AMC,US,TV-14,2007-07-19,7,Ended,8.6,202344,"Jon Hamm, Elisabeth Moss, Vincent Kartheiser, January Jones, Christina Hendricks, Aaron Staton, Rich Sommer, John Slattery, Kiernan Shipka, Robert Morse, Michael Gladis, Christopher Stanley, Bryan Batt, Jared Harris, Jessica Paré, Alison Brie, Jay R. Ferguson, Ben Feldman, Mark Moses, Alexa Alemanni, Julie McNiven","Set in 1960s New York City, this award-winning series takes a peek inside an ad agency during an era when the cutthroat business had a glamorous lure.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The L Word,Showtime,US,TV-MA,2004-01-15,6,Ended,7.6,23800,"Jennifer Beals, Leisha Hailey, Laurel Holloman, Mia Kirshner, Katherine Moennig, Pam Grier, Rachel Shelley, Daniela Sea, Erin Daniels, Marlee Matlin",This trailblazing series follows the tangled lives and ever-changing relationships among a close-knit group of lesbians who call Los Angeles home.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Outback Truckers,7mate,AU,TV-14,2012-10-20,3,Running,7.5,183,Unknown,"Australia's toughest big-rig drivers brave wildfires, scorching deserts, treacherous downpours and chassis-deep mud to deliver their cargo on time.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Happy Valley,BBC One,UK,TV-MA,2014-04-29,2,To Be Determined,8.4,32744,"Sarah Lancashire, Siobhan Finneran, Charlie Murphy, James Norton, George Costigan, Karl Davies, Shane Zaza, Steve Pemberton, Joe Armstrong, Adam Long, Rick Warden, Rhys Connah, Katherine Kelly","Yorkshire police sergeant Catherine Cawood pursues the man who assaulted her late daughter, unaware he is now part of a secret kidnapping plot.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Brain Games,National Geographic Channel,US,TV-G,2011-10-09,3,Running,8.3,2941,Jason Silva,"This interactive series uses games, illusions and experiments to illustrate how our brains manufacture our reality and often play tricks on us.",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Into the Badlands,AMC,US,NR,2015-11-15,3,Ended,8.0,40299,"Daniel Wu, Emily Beecham, Sarah Bolger, Oliver Stark, Orla Brady, Ally Ioannides, Stephen Lang, Marton Csokas, Madeleine Mantock, Aramis Knight","Dreaming of escaping to a distant city, a ferocious warrior and a mysterious boy tangle with territorial warlords and their highly trained killers.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Larva Island,Netflix,US,TV-Y7,2018-10-19,2,Running,6.3,307,"Hong Bum-ki, Eddy Lee, Ahn Hyo-min, Kang Shi-hyun, Tom Wayland, Erica Schroeder","Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Murder Maps,Yesterday,GB,TV-MA,2015-11-24,3,To Be Determined,7.5,418,Nicholas Day,Dramatic reenactments paired with archival sources artfully illustrate how police brought some of Britain's most infamous killers to justice.,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Marcella,ITV,GB,TV-MA,2016-04-04,2,Running,7.4,22363,"Anna Friel, Nicholas Pinnock, Sinéad Cusack, Nina Sosanya, Harry Lloyd, Laura Carmichael, Maeve Dermody, Ray Panthaki, Ian Puleston-Davies, Patrick Baladi, Florence Pugh, Jamie Bamber, Charlie Covell, Andrew Lancel, Jack Doolan, Tobias Santelmann, Stephen Lord, Ben Cura, Imogen Faires","Her marriage just ended and she's returning to work as a London detective after 12 years away. Is the serial killer she once investigated back, too?",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3%,Netflix,US,TV-MA,2016-11-25,3,Ended,7.4,20920,"João Miguel, Bianca Comparato, Michel Gomes, Rodolfo Valente, Vaneza Oliveira, Rafael Lozano, Viviane Porto, Mel Fronckowiak, Sergio Mamberti, Zezé Motta, Celso Frateschi","In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Designated Survivor,Netflix,US,TV-14,2016-09-21,3,Ended,7.5,73183,"Kiefer Sutherland, Natascha McElhone, Maggie Q, Kal Penn, Adan Canto, Italia Ricci, LaMonica Garrett, Tanner Buchanan, Ben Lawson, Paulo Costanzo, Zoe McLellan",America's fate rests in the hands of a low-level official after an attack on Washington decimates the government in this gripping political thriller.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Night Shift,NBC,US,TV-14,2014-05-27,4,Ended,7.4,10697,"Eoin Macken, Jill Flint, Freddy Rodríguez, Ken Leung, Brendan Fehr, Jeananne Goossen, J.R. Lemon, Robert Bailey Jr., Daniella Alonso, Catharine Pilafas","After returning from a dangerous tour of duty, an Army doctor finds that working the night shift at a San Antonio hospital can be treacherous, too.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black Mirror,Netflix,UK,TV-MA,2011-12-04,5,To Be Determined,8.8,424594,"Jesse Plemons, Cristin Milioti, Jimmi Simpson, Rosemarie DeWitt, Douglas Hodge, Andrea Riseborough, Brenna Harding, Owen Teague, Andrew Gower, Kiran Sonia Sawar, Georgina Campbell, Joe Cole, Maxine Peake, Jake Davies, Clint Dyer, Letitia Wright, Babs Olusanmokun, Bryce Dallas Howard, Alice Eve, Michael Kelly, Cherry Jones, Gugu Mbatha-Raw, Mackenzie Davis, Wyatt Russell, Benedict Wong, Kelly Macdonald, Faye Marsay, Madeline Brewer, Hannah John-Kamen, Malachi Kirby, Alex Lawther, Jerome Flynn, James Norton, Rory Kinnear, Lindsay Duncan, Daniel Kaluuya, Jessica Brown Findlay, Rupert Everett, Toby Kebbell, Jodie Whittaker, Hayley Atwell, Domhnall Gleeson, Lenora Crichlow, Michael Smiley, Daniel Rigby, Chloe Pirrie, Jason Flemyng, Jon Hamm, Oona Chaplin, Rafe Spall","This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
